,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
,,TET1,PHC1,MBD3,SNAI2,FOXD1,FOSB,CD44,GABRB3,SOX2,ZNF281,SP1,LEFTY1,SET,CBX7,UTF1,CDH2_NCAD,HNF4A,TGFBR2,DUSP10,ESRRB,MYC,ZFP42_REX1,TRIM28,CD48,CDKN1A,JMJD3,RNF2,LATS2,T,FGF2,LCK,KLF5,KLF4,NACC1,FBXO15,CD4,DNMT3L,EZH2,EED,SMARCC2,MyoD1,NODAL,CDH1,DPPA4,LEFTY2,RIF1,ETV5,CD3D,DNMT3B,KDM5A,JARID2,LOX,Sox1,Wnt3,Gata6,DPPA2,SALL1,NR0B1_DAX1,TCF3,PTPN6,USP16,SETD1A,HDAC2,LUM,SOX13,SMAD4,SEMA6A,GAL,SALL4,REST,HESX1,CCR7,PRDM14,JMJD2B,COL3A1,GREM1,TCL1A,DVL2,APOE,LRRN1,STAT3,OTX2,CCND1,STEMCCA-P2A,TET2,KAT7_Myst,TDGF1,Eomes,MASP1,KDR,GDF3,NANOG,ZIC3,LIN28A,POU5F1,GAPDH
63,D7 SSEA4+ Tra1-60-  31,999,999,999,25.1274853417,22.5316602803,999,19.6758745393,999,999,23.8132902431,999,999,24.1127958602,999,999,22.4405855058,999,23.7104573249,999,999,23.9774444903,999,24.0517513826,999,24.0854549065,999,999,26.4343311199,999,25.132494237,999,999,999,22.9912017971,999,999,999,999,999,22.3626656939,999,999,999,999,999,25.8846326009,27.6198337081,999,999,23.0334368183,23.7973767531,20.7056971984,999,999,999,999,26.4463128991,999,26.8516709121,999,23.0661740494,23.9728232096,24.1697360227,22.2106321959,999,25.5757202335,999,999,999,999,999,999,999,999,19.0846080941,999,999,25.0438398736,999,999,999,999,20.254020109,17.4200601872,26.1825853145,999,999,999,26.4020516925,999,999,999,999,999,999,17.3364995807
64,D11 SSEA4+ Tra1-60-  6,999,24.7536250971,999,999,999,999,999,999,999,23.7869161522,23.9932882195,999,21.5801389834,999,21.9705922675,21.7023810707,999,25.7214200943,999,999,26.2563570984,999,22.9326533486,999,999,999,24.2819218812,26.420211733,999,999,999,25.5541918827,23.6141655544,23.7576788148,999,999,999,999,999,22.7996265989,999,999,21.3998145575,999,20.9710274392,23.5307696248,27.4096993389,999,999,999,21.2465529424,999,999,999,999,999,23.4285585191,999,28.2034169718,999,22.7868940913,23.6089683338,23.2326013071,999,24.9365283076,999,20.5140397373,26.5319492487,21.1888943806,999,999,999,22.6702199723,999,23.9751545629,999,999,22.8367684016,22.7545639469,999,21.6248937471,999,22.6152839268,16.9880814124,999,23.5511631562,20.554266445,999,999,999,21.0186324936,21.0612297602,999,999,16.8986119678,17.9925353315
65,D11 SSEA4+ Tra1-60-  14,999,25.0630604727,999,999,999,999,22.501001472,999,999,27.1276735365,23.0389876024,999,22.5355732679,999,23.1849283235,23.0446538817,999,999,999,999,27.1823261593,999,21.970922825,999,23.1046024239,999,24.080353511,999,999,999,999,27.5789191132,24.5171004885,23.4085141039,999,999,999,999,999,26.4958536804,999,999,22.1075608129,999,26.0136990336,23.5692398227,999,999,22.83921549,24.952773452,24.5115912092,999,999,999,999,999,23.6950720238,999,999,999,22.6142286826,999,23.5251852081,999,26.3022502503,23.5303959341,21.628377626,24.4070484225,23.8140640743,999,999,999,23.4394208979,999,21.7672108796,999,999,999,23.2644808981,999,22.7476347354,999,22.3603918417,16.6498367538,999,24.9792496327,22.3511165225,999,999,999,999,22.4419838347,999,999,999,17.9228290404
66,D11 SSEA4+ Tra1-60-  22,999,25.3850936149,999,999,23.9717212555,999,27.1855178183,999,999,25.9413431945,24.9786142854,25.2307184279,21.6949241477,999,22.4803741589,24.5526596755,999,999,999,999,24.5770632454,999,21.1589781002,24.5584063071,999,999,25.3666014969,22.8370562165,999,24.473227972,999,24.3321327645,23.3043376216,23.2763486928,999,999,999,999,26.4542476171,23.8254738856,999,24.8791219603,21.68015207,999,18.9010882958,23.2311814402,999,999,22.528225999,23.4798423228,20.7783314473,999,999,999,999,999,25.3149195015,999,27.1805379718,999,23.4177184393,22.4196197765,23.588345655,999,25.4010880804,23.4959376268,21.2541883218,23.3033593855,22.1468670089,999,28.355019436,999,999,999,23.0912096697,999,999,25.4091427778,27.2434215774,999,22.5575314229,999,21.3100719053,17.9957506358,999,22.90301632,22.0619825212,999,999,25.1889035016,20.6353732182,21.8892341416,999,999,17.6744845878,18.2648400089
67,D14 SSEA4+ Tra1-60-  7,999,23.4201959609,999,999,999,999,19.9488495841,999,24.2038746921,23.7375746057,999,999,21.4646980652,999,20.643357146,21.1409736437,24.5706617227,999,999,999,23.9370996076,999,19.9272501692,999,999,999,23.77663507,25.4868005074,999,24.4625796895,27.4913805832,26.759363323,999,20.536078132,999,999,20.4082342436,999,24.1964624267,999,999,999,999,999,23.6927315407,23.8797913607,999,999,23.3669707339,23.0517985114,22.2060792396,999,999,999,999,999,26.6195774619,999,26.7532586208,24.6677588284,999,999,22.1231895348,26.7551224637,25.6103455775,22.8208919084,20.6305400999,23.6692263578,21.0859858313,999,999,999,23.0041464456,999,22.8486703463,999,999,27.9728915855,23.0313757308,999,20.8466557408,999,22.234400277,15.8542807088,24.4302086806,999,21.9130134285,999,999,23.6648748676,26.1973960191,21.3419694648,999,999,999,16.8364876926
68,D14 SSEA4+ Tra1-60-  16,999,20.3768290487,999,999,999,999,23.8357809653,999,25.0737682657,23.8521984796,22.0862619737,26.6994462183,21.7957407674,999,20.0298829636,24.2293150089,999,999,999,999,999,23.164111909,18.9484415737,999,24.0866008575,25.47779652,21.9130580421,24.5563046237,999,25.2838669165,999,26.7161737287,22.7645985226,20.6147257002,999,999,20.3640903373,999,999,23.1229100778,999,999,22.8172348359,999,20.6105828445,23.6232254337,24.334138848,999,20.4814625259,999,20.8877954222,999,999,24.4872026254,999,25.2785713285,24.5604431871,999,26.2809544499,999,23.2141560263,22.1277117934,23.0987973872,999,22.4586914295,23.4618323935,19.8378584014,26.4079387712,20.2309439095,999,999,999,20.3982991408,999,999,999,999,24.0768440166,21.2707769934,999,21.8197036981,999,25.1526838531,16.9502440856,999,23.6910869292,18.4496710491,999,999,999,21.3664085611,20.7946891738,999,22.4718990248,17.1719186496,17.6349561755
69,D14 SSEA4+ Tra1-60-  24,999,22.6605394161,999,23.6537944767,24.2427177378,999,25.3626507008,999,999,24.8806539798,26.5821026275,999,23.3957937175,999,24.6728520314,23.7211994412,999,999,999,999,999,999,22.9756318147,999,23.1217317677,999,24.2010163268,999,999,26.1274195153,999,24.84482976,26.5912405965,25.9332517145,999,999,999,999,26.4702219123,22.7537204699,999,999,22.6331258465,999,999,999,999,999,999,25.030115485,24.3394833862,24.5118326884,999,999,999,999,23.4302164248,999,27.4646048047,999,24.684898026,23.1056508789,24.3432778249,999,25.6585175709,999,21.5942962647,999,20.5032326874,999,999,999,999,999,18.199213708,999,999,999,23.4493397296,999,23.7040021993,999,22.1102191001,17.6472036998,23.7392513275,999,20.3060468394,999,24.9511897922,24.1840613816,999,999,999,999,999,18.6423615369
70,D21 SSEA4+ Tra1-60-  6,20.99965671,22.6777445298,999,999,23.3601523621,999,999,26.7681221184,27.0876211087,27.2049491567,22.4752657922,999,22.3144508797,999,21.6824404855,23.0263482592,999,999,999,999,23.8781023038,27.1309233353,22.1848698828,999,999,24.6133329096,999,999,999,27.7763224529,999,26.7580836751,999,24.1073865532,999,999,23.850660119,999,999,22.9320403355,999,999,20.5276211532,999,999,24.675289884,999,999,22.7937026239,999,20.4915884194,24.0917188484,999,999,999,24.2657746693,25.8251507099,999,999,999,22.8635704343,23.7964448347,24.6712796246,999,999,23.1725292864,21.1622569087,25.9832330741,21.5125933753,999,999,999,21.3164006667,999,999,999,999,23.3849019036,23.0646159772,999,24.1711784089,999,24.292374148,16.9146984371,999,23.3627005617,21.0580065947,999,999,999,21.8731384574,21.3764081388,26.9338112508,23.7960288563,17.3896936216,17.3210577161
71,D21 SSEA4+ Tra1-60-  16,22.9133780226,21.5612839403,999,999,999,999,999,24.7188584123,23.9374087468,25.3929250387,24.32675871,999,22.5861982051,999,21.5953836248,999,999,24.3174327044,999,999,24.8746605354,28.5416086765,21.2721333513,999,999,24.5343297783,23.4803743018,999,999,25.7832247611,24.3393874937,999,23.8228558054,23.18366207,999,999,24.9251524544,999,999,24.2414876244,999,23.7827124149,22.0156142924,999,999,24.7084043978,24.6024434256,999,19.6332467112,24.9540334568,19.5471473229,999,999,23.7520597845,999,999,24.0494468759,999,26.0876640001,999,999,23.8826735778,25.3460630222,999,23.9046712355,22.220940736,20.2739974706,26.53225517,22.0338222213,999,999,999,25.1120288753,999,999,999,999,26.2876297222,19.937658257,999,999,999,23.2178059256,18.6545265268,999,23.4433090371,20.9180748443,999,999,24.2638058449,19.8669684377,21.0399494763,26.1044172984,22.8706654041,16.9530863458,17.6446322874
72,D21 SSEA4+ Tra1-60-  25,999,999,999,22.2558623959,23.0511293098,999,19.2439180016,999,999,999,999,999,22.8664530346,999,999,22.9537797226,999,23.6194063698,26.4195556435,999,24.4779665511,999,22.7643715579,999,22.9443653649,24.3156808923,23.9455032045,26.681875131,999,26.8190481056,999,999,999,23.4264362376,999,999,999,999,26.1128502918,23.2557833527,999,999,999,999,999,25.6264904525,999,999,999,24.2104288995,23.34229374,22.3319258075,999,999,999,999,23.8213600906,999,27.8448996067,999,23.9627949989,999,22.8118380229,21.6663894157,999,24.4903923027,999,23.4713758242,999,999,999,999,999,999,20.2147894575,24.4615269561,999,23.8959664314,999,999,999,999,20.7458460422,18.171393281,24.9505679795,23.564968247,25.1089303166,999,24.2437136991,999,999,999,999,999,999,17.4830673272
73,D7 SSEA4+ Tra1-60-  12,999,24.3095391683,999,21.5695750958,20.3873953094,999,19.2470586471,999,999,24.6200800211,999,999,22.9856614928,999,999,23.5215084953,999,24.0792375045,999,999,24.5713370895,999,22.6089757611,999,22.0465806041,999,22.5139163515,23.4916777928,999,24.3295699047,999,999,999,23.0745837945,999,999,999,999,26.962942896,21.9528177029,999,999,999,999,999,23.1572346227,999,999,999,23.5778124734,25.2127951191,21.6445888294,999,999,999,999,25.1018674993,999,999,999,22.721581372,24.177411529,24.2322539903,20.5868932341,24.8946493507,23.1460316192,999,999,24.3094168631,999,999,999,999,999,19.1045280783,20.0253036407,999,23.1093530606,999,999,23.8174749573,999,19.8147458784,18.286531637,999,23.6950726806,999,999,23.1641352281,999,999,999,999,25.8074052454,999,16.6178719441
74,D7 SSEA4+ Tra1-60-  23,999,23.8118100627,999,23.1330840032,21.4565933058,999,19.6153134573,999,999,999,24.6351384187,999,23.2669092551,999,999,23.6388295177,999,23.2831107477,25.7194788815,999,999,999,23.186573196,999,21.7784541038,999,23.1092010011,999,999,27.4419097221,999,999,999,24.4815887498,999,999,999,999,999,21.8721680143,999,999,999,999,999,24.4999146219,999,999,999,999,999,21.1982855117,999,999,999,999,23.0207002828,999,26.3423774025,999,24.7452915695,22.1902061178,24.1163497474,23.4213029125,26.0629866322,22.7972350911,999,24.1203720628,24.4234510216,999,999,999,999,999,18.4814969682,25.5864094271,999,23.9347404578,999,999,23.6942175666,999,20.9667570451,18.2185297932,999,24.1718593251,999,999,23.419580194,999,999,28.2653673135,999,23.0992854684,999,16.8443507097
75,D7 SSEA4+ Tra1-60-  32,999,24.6900387859,999,24.441867666,24.5455508555,999,19.975733494,999,999,25.9255071329,24.3725623332,999,999,999,999,25.2494029432,999,24.6965502007,999,999,28.5024935311,999,24.7095277369,999,26.5570584873,999,23.1488287945,23.6506832278,999,26.7742256944,999,999,23.522149989,24.164358319,999,999,999,999,999,22.616182335,999,999,24.7443164743,999,999,23.9002391075,999,999,999,999,22.5668777511,22.7483847322,999,999,999,999,24.3642570814,999,999,999,22.1467906308,22.7435733225,25.699878564,22.9695814586,999,30.4779888095,999,999,999,999,999,999,999,999,20.5245333751,23.7008273276,999,999,999,999,24.0721668381,999,20.6962048084,18.4220052022,26.2638761727,23.2108017612,999,999,23.6986939037,999,999,999,999,999,999,17.6737514048
76,D11 SSEA4+ Tra1-60-  7,999,999,999,22.3936411309,23.1496414151,999,23.1807494226,999,999,25.1331752985,999,999,23.213772953,999,999,25.7445679622,999,23.3212253474,999,999,22.852347786,999,22.4549840706,999,21.100121889,999,22.9124750587,25.1222353207,999,999,999,26.0394850649,23.3508432719,24.7407152193,999,999,999,999,999,23.3531744772,999,999,22.9312598841,999,25.1492017161,999,25.619255877,999,999,999,23.6685088522,20.5727458536,999,999,999,999,24.2263694397,999,27.6191114353,999,23.0355981701,23.9615643477,24.2206632953,20.0495031402,999,23.8043189385,999,999,23.2487806008,999,999,999,999,999,17.3080646958,999,999,26.0558891145,22.4493862031,999,24.4040209148,999,22.571168245,16.5684323306,23.591623984,24.4566864063,24.833476853,999,24.5295634489,26.6803369549,999,999,999,25.0892453764,999,18.0898321699
77,D11 SSEA4+ Tra1-60-  15,999,999,999,999,21.6446104337,999,21.0314174448,999,999,24.7143634203,24.0842485193,999,22.3818105157,999,25.9562411774,24.8439729459,999,24.493100498,999,999,24.6252475412,999,23.8820850779,999,25.4428807569,999,25.196500215,999,999,25.6365031607,999,999,999,23.7439106797,999,999,999,999,25.0037028038,22.2266344342,999,999,23.2569480257,999,22.8949433327,23.4393001405,27.582574428,999,22.5039924188,25.801464496,25.119878384,22.1298000294,999,999,999,999,22.8977196846,999,999,999,21.8795446415,23.3157188565,24.3338457726,999,24.269280158,26.0283921634,22.0233028664,26.1034187445,22.8749237472,999,999,999,999,999,18.8330639664,999,999,25.9763741406,23.5598237628,999,21.9517796859,999,20.1703361483,17.2296850648,25.113674666,24.8911077142,22.5262720235,999,999,25.5535448353,999,25.2969270126,999,999,999,17.4436547884
78,D11 SSEA4+ Tra1-60-  23,999,999,999,25.1134957358,999,999,999,999,999,999,25.3466592878,999,23.5169663334,999,24.227865013,999,999,26.0542450638,999,999,23.78060119,999,23.5206867744,999,21.2019762503,999,999,999,999,26.474292886,999,26.8252576805,23.7646677836,24.7426126881,999,999,999,999,999,24.1191135675,999,999,999,999,999,999,999,999,999,23.0191242449,22.4871624006,22.8929172098,999,999,999,999,23.2971183005,999,27.2350596054,999,22.7512481662,999,25.8860758124,999,999,26.3882050345,999,999,999,999,999,999,999,999,20.2767839075,999,999,25.7976534114,24.6625523513,999,25.7402351335,999,22.3649515756,18.485401886,999,999,26.8761378598,999,999,23.4483278882,999,25.2270288209,999,999,23.9102244224,18.787422919
79,D14 SSEA4+ Tra1-60-  8,999,21.5723305412,999,999,999,999,24.801368272,999,23.8503059502,24.1855810882,999,27.3820755214,22.5647834699,999,20.6110579278,23.786039789,999,999,28.1192248041,999,24.8682626273,21.2157556564,19.6564794277,999,26.5581062518,999,23.1739632905,23.5847841868,999,23.9473902534,999,999,999,22.5711238591,999,999,20.9252216171,999,26.9710019941,23.9692591241,999,22.4930988983,22.7728775012,999,20.482753748,24.718022342,999,999,22.5383687944,999,22.7109662361,999,999,999,999,999,26.2510423171,999,27.5525272813,25.569280054,999,999,22.6827057945,999,24.328673844,23.1042622902,20.897231067,24.0479229975,20.5105968526,999,999,999,20.7549773284,999,999,999,999,24.9043173208,22.1714153121,999,22.4122632255,999,999,16.1368970944,999,999,19.794706917,999,999,26.1151379802,24.1721251795,20.6374468282,27.9200344374,999,999,18.1439245257
80,D14 SSEA4+ Tra1-60-  17,999,999,999,999,22.6670831121,999,22.7736262009,999,999,22.7572427123,25.2770646058,999,22.0371948258,999,22.5666942346,22.681524706,25.3463851551,999,999,999,23.3257745712,999,20.9679508084,999,999,999,23.4708434054,999,999,999,24.5512291208,26.5349545622,999,24.2772631112,999,999,999,999,999,22.5940209668,999,999,999,999,999,25.5203186318,999,999,24.184382567,23.6127900583,22.9987163603,999,999,999,999,999,22.7216982156,999,999,999,21.9962431105,999,22.865821306,999,999,23.2056378997,20.5688511267,999,23.1128969569,999,999,999,999,999,23.3652646204,999,999,24.7164971736,25.6227321955,999,22.6560566268,999,22.7224187851,17.0637146623,999,23.5311573824,24.2179112205,999,999,999,24.4804933373,22.5812057954,999,999,20.7642273401,17.5516918864
81,D14 SSEA4+ Tra1-60-  27,999,999,999,999,999,999,22.5248124841,999,24.0042523662,25.0807420753,28.6840252666,999,22.10807701,999,999,22.0186808542,23.6537588431,999,999,999,22.8720529114,999,23.3634238688,999,999,999,23.0237379272,26.1627133701,999,26.4324959195,999,27.7157301304,25.154466415,23.5051414826,999,999,999,999,999,999,999,999,999,999,24.7808526117,999,999,999,21.3329652438,999,25.3423117045,999,999,999,24.3204793365,999,24.9958693047,999,999,999,22.08835018,25.2898397544,23.2292859427,999,25.6413476444,25.5809947723,22.2241775315,999,999,999,999,999,999,999,23.8031061249,999,999,24.3945952412,999,999,24.1048605955,999,23.1103210125,16.3673805895,26.5173692175,999,999,999,999,999,24.1279941545,23.9416076832,999,23.3422885854,999,18.1052320797
82,D21 SSEA4+ Tra1-60-  7,999,23.173561584,999,25.1071606284,999,999,999,999,24.8042476869,25.6253384288,27.1174118578,999,25.6896603449,999,24.7473231124,999,999,999,26.726232294,999,22.6628958743,999,26.6249993901,999,19.916829375,25.1825858143,999,999,999,26.5397851726,999,25.4434561708,999,25.6697866416,999,999,999,999,999,23.7944470206,999,999,24.8100009963,999,999,999,999,999,999,999,24.9921566261,26.0212899364,999,999,999,999,23.2379509488,999,999,999,25.5314402232,24.3181701152,25.1301892516,999,999,999,999,999,999,999,999,999,999,999,20.2703222976,999,999,25.7408736664,25.644893731,999,23.8119617871,999,23.3646610889,16.3713256345,999,23.3566538631,26.0996002959,999,999,999,999,27.366109812,999,999,999,19.8648781269
83,D21 SSEA4+ Tra1-60-  17,999,22.2579926536,999,22.7957060727,23.3047701841,999,19.6461372169,999,999,24.7071006828,24.6621445321,999,24.6000337741,999,999,999,999,23.7269781215,999,999,24.8257020618,999,24.0245885405,999,18.9729809461,24.103565417,23.9330101846,23.2045474613,999,23.1673142829,999,999,999,25.3772739134,999,999,999,999,24.9450994371,22.6261690457,999,999,999,999,999,25.5400383094,999,999,999,24.4884927388,22.2112201761,22.8831178494,999,999,999,999,999,999,26.6757615666,999,26.4670915973,24.086402525,24.2104009952,19.6795917335,999,999,999,23.1409301967,999,999,999,999,999,999,20.8796812239,21.3971067383,999,25.6817807035,999,999,25.6684255358,999,18.2762635808,18.5545445788,23.1737695175,25.0907527982,999,999,20.86884925,999,999,999,999,999,999,17.7417630829
84,D21 SSEA4+ Tra1-60-  28,999,999,999,999,999,999,25.2305792422,999,23.6825498928,999,22.7549907363,999,21.3042913394,999,21.8240997609,22.0884377592,999,999,999,999,22.8798006536,999,23.5038525092,999,999,24.0557791131,23.1379715612,999,999,999,999,24.3973575814,999,22.9532298277,999,999,999,999,25.9174358051,23.2691605967,999,999,22.6772719797,999,25.673597307,25.4261202349,999,999,999,999,22.6958350332,999,999,999,999,999,23.5894956684,999,26.9117368728,999,21.5779401095,23.6285742086,22.6793720647,999,999,24.0929613499,20.1821128497,25.4028796676,23.0534378787,999,999,999,24.3337721493,999,999,999,999,22.7552533848,999,22.923736992,22.4628143266,21.2037461704,21.9655416233,16.6716139521,24.0181448003,22.5441729706,999,999,999,999,999,999,27.6696186023,999,20.0944447962,16.718555348
85,D7 SSEA4+ Tra1-60-  14,999,999,999,21.5037744771,19.964013452,999,18.962429003,999,999,23.8171604123,22.9405328704,999,22.2768358576,999,999,22.4688001857,999,23.5294323145,24.9679458979,999,24.301507838,999,22.9490030406,999,21.4764640717,24.1998085137,21.8828302839,999,999,24.3673098054,999,999,999,22.8227136806,999,999,999,999,999,20.9017430162,999,999,25.0052044265,999,999,24.1029622104,25.2818423352,999,999,23.0483114022,999,20.1915572728,999,999,999,999,24.959509195,999,999,999,22.9239363882,22.5232051775,24.5672412913,21.2477362043,25.0190238967,22.0641023454,999,999,25.2533421346,999,999,999,999,999,18.3159444591,21.6665172986,999,23.1669603264,999,999,24.1322362065,999,19.0807402544,19.1654183932,24.0170665826,23.4081282111,999,999,21.445318364,999,999,999,999,999,999,16.3935481974
86,D7 SSEA4+ Tra1-60-  25,999,999,999,22.167430222,19.9917300908,999,19.6498369177,999,999,23.3288376949,26.8367857348,999,22.8066293852,999,999,22.0843270991,999,24.3102214824,999,999,23.6382064181,999,22.5391268191,999,22.2467449798,24.0384293944,23.2085481185,26.0777577561,999,24.0644045212,999,999,24.8213797247,22.8171129626,999,999,999,999,999,21.3676290306,999,999,999,999,999,23.101558574,23.4832045729,999,999,22.4818060242,23.8208813651,20.4370982681,999,999,999,999,26.042903916,999,25.0162692603,999,22.6128273019,23.4782765078,22.1200798479,22.3347484947,999,21.9557579379,999,999,999,999,999,999,999,999,18.4214126034,20.802792721,999,999,999,999,26.1256445656,999,19.7615364798,17.9184649493,24.6605607253,999,999,999,22.5049820897,999,999,999,999,24.4985188023,999,16.6521580489
87,D7 SSEA4+ Tra1-60-  33,999,22.7346319663,999,23.952826645,22.1267700513,999,19.681503638,999,999,23.5388661964,22.9848742999,999,22.29031255,999,999,22.616525939,999,23.0914077299,999,999,23.5123329173,999,22.7514250592,999,22.8522690082,24.9958014297,21.5965781236,999,999,23.9949060971,999,25.2657333539,22.4886902939,23.2916752735,999,999,999,999,999,22.7568635829,999,999,999,999,999,23.0094730019,22.9544862731,999,999,26.1125244654,999,19.9543344426,999,999,999,999,999,999,999,999,24.5676310318,21.3706732678,21.9866416647,24.0298873772,999,23.3244435471,999,999,999,999,999,999,999,999,20.3728078762,25.4296689518,999,24.416143499,999,999,999,999,19.1856948379,18.6243715078,999,23.0306356215,999,999,24.4373301574,999,999,999,999,999,999,16.6856863576
88,D11 SSEA4+ Tra1-60-  8,999,999,999,25.3570244641,21.6790560403,999,21.508297094,999,999,23.2199989537,24.8880207031,999,22.8310706828,999,999,23.297608762,999,999,999,999,23.449835897,999,26.1959699649,999,19.8073080315,999,999,999,999,24.9057600926,999,26.9234227218,24.8061079974,23.6300888672,999,999,999,999,999,24.4184857065,999,999,23.9148863908,999,999,999,25.6246785066,999,999,23.0299091448,23.5911442652,22.9515882678,999,999,999,999,23.3970487801,999,27.0245428816,999,22.3714289658,24.2426462819,24.5777925286,22.97553291,999,27.4734319898,22.3400566591,999,21.3946706321,999,999,999,999,999,17.2972795351,999,999,999,23.1027737097,999,22.5378364819,999,20.1330135184,17.9374015244,999,23.6648157894,999,999,999,999,999,25.4797770468,999,999,999,17.4691345276
89,D11 SSEA4+ Tra1-60-  16,999,22.792097055,999,20.403877317,19.1482359694,999,18.7215433692,999,999,23.7619511919,22.7403598418,27.0772863492,21.9839438469,999,999,25.0298931239,999,20.8943981906,24.8252962201,999,22.6149908943,999,23.2410898008,999,21.4937035201,23.8918863394,23.8016702585,999,999,26.2777082194,999,26.0649415384,22.5489596356,21.5090753434,999,999,999,999,999,22.6984095294,999,999,21.6200607269,999,999,23.9309467203,26.5125586682,999,999,23.649503648,22.8159104509,18.861361713,999,999,999,999,23.7849306974,999,26.4802549872,999,21.9125499818,24.1101351474,24.3977676078,20.6859235341,999,22.5945181629,999,999,999,999,999,999,999,999,18.5800431849,21.0323535378,999,24.4127448746,999,999,22.3505683642,999,18.5787390476,17.0560561505,999,24.4920256866,999,999,20.4246457381,999,999,999,999,999,23.9811461149,15.9200851062
90,D11 SSEA4+ Tra1-60-  24,999,23.3711720936,999,24.8224172561,24.2731417186,999,19.4867385156,999,999,23.8781476059,23.1688373172,999,23.7784328808,999,999,999,999,24.549597358,999,999,23.232193341,999,24.406788209,999,18.5299524208,25.0499381579,24.6442028054,24.5561791913,999,25.0343135431,999,26.5000077244,21.3272291744,23.9122193773,999,999,999,999,999,21.9885541628,999,999,999,999,999,999,999,999,999,999,23.6274765419,25.4688068029,999,999,999,999,999,999,999,999,23.6156908718,24.8685093141,25.3907162248,24.4165473324,999,999,999,999,999,999,999,999,999,999,999,22.676741893,999,25.2365943927,999,999,999,999,22.1328251372,19.0046655722,999,23.4341216265,999,999,22.3532232765,999,999,999,999,999,999,17.2090497633
91,D14 SSEA4+ Tra1-60-  10,999,21.6580936334,999,999,999,999,22.0723933562,999,999,26.4627743917,24.2824806167,999,20.5381540526,999,21.7907061528,21.6045736269,999,25.1669248372,999,999,21.6220511492,23.4839377235,21.1786488487,999,999,999,21.0997457813,22.5837005606,999,24.6940233853,999,24.8958059805,999,23.5487182061,999,999,999,999,999,22.7333640916,999,999,20.0130541011,999,999,25.1888118268,999,999,21.2382008129,999,22.7380411096,999,999,999,26.2508203553,999,22.7263956194,999,999,999,20.6012146243,21.5246202205,22.9564054691,999,999,22.2168639732,21.4600627292,25.4195422836,24.3803619378,999,999,999,20.8789892478,999,999,999,999,23.6953870664,999,999,23.5273541402,999,20.9426987927,16.4547467404,22.6824562451,23.8400656659,22.2798701293,999,999,23.8896548985,25.0697876725,21.0347444189,999,999,17.8307304855,16.6109557037
92,D14 SSEA4+ Tra1-60-  18,999,999,999,999,999,999,20.603595387,999,999,23.6520970185,999,23.0533840882,21.6055061983,999,23.9120068271,26.3821226203,999,24.1019297664,999,999,22.1837909338,23.5157266758,22.7572457518,23.6713267766,20.1859634712,22.7117930343,23.263514136,999,999,22.6171043557,999,999,22.0251100602,24.0573379485,999,999,999,999,999,24.2240491381,999,999,20.7691815642,999,17.0912366942,22.9811302879,999,999,999,23.219156633,24.4290217661,999,999,999,999,999,23.662874219,999,24.7080670484,999,23.5764091868,999,24.9885157422,999,999,999,19.1808417492,31.7252433824,22.8627129163,999,999,999,21.2193418641,999,21.3674218213,999,999,22.217726963,21.7656029134,999,21.8443502026,999,21.2200601648,16.5845628172,999,24.1909939939,23.6551192039,999,999,24.7986741686,19.6430545501,21.333106648,999,999,18.0116589316,17.5816922069
93,D14 SSEA4+ Tra1-60-  28,999,21.4241725738,999,999,999,999,23.7627562204,999,999,22.558661179,21.3589578005,999,20.0034737799,999,21.7181941576,23.1066513184,999,999,999,999,22.0226223712,999,20.1014826532,999,22.6767065969,999,24.5539870009,999,999,25.4905798202,999,25.4512048477,20.8222587465,21.3669659752,999,999,21.7249143637,999,999,21.9481657425,999,24.5205292697,19.8463520718,999,999,22.4912086497,999,999,21.446811099,27.4273765816,20.778482037,27.2988448465,999,999,999,999,25.1723524546,999,24.250686259,999,22.3140409883,22.0715608157,22.8826380114,999,24.8867455975,22.9170077152,20.954104534,23.8705495782,20.5902488275,999,999,999,19.9679927176,999,24.5896257108,999,999,21.90787129,22.6003799822,999,20.5844986533,999,23.7048632099,16.1472882187,999,20.7442784806,19.8596882509,999,999,999,19.3494275877,20.2659789499,27.0098924767,23.5769611176,15.842154254,17.1042800836
94,D21 SSEA4+ Tra1-60-  8,999,999,999,999,999,999,999,999,999,999,23.0867354765,999,21.2313310566,999,23.4027095555,23.5717111257,999,999,999,999,22.1588669487,25.2657411104,22.3243407522,999,25.4101342609,999,23.3670081367,999,999,25.652129001,999,999,24.282152306,23.6069411926,999,999,23.4453927224,999,999,23.2071418827,999,999,20.8043815085,999,21.0660731846,24.3571612402,999,999,24.0088517831,999,22.1553048061,999,999,999,999,999,999,999,999,23.5201735779,999,999,25.9724911632,999,999,24.0914172078,22.34275646,22.4406059058,25.0605306898,999,999,999,22.0782584503,999,27.3659758369,999,999,25.0814698305,21.645070586,999,999,999,23.9160492212,17.6952690751,999,23.8283268411,21.5273985185,999,999,999,19.9206201703,21.4682566686,999,999,17.8315940035,18.6259331614
